ID_Funcionario;Nome;Departamento;Cargo;Salario;Data_Admissao;Genero;Idade;Estado_Civil;Status;Ano_Admissao;Mes_Admissao;Dia_Admissao;Trimestre_Admissao;Tempo_Casa_Anos;Faixa_Tempo_Casa
389;Sr. Bryan Teixeira;Vendas;Coordenador;10594.04;2020-05-17;F;43;Viúvo;Inativo;2020;5;17;2;6.0;Mais de 5 anos
390;Olivia Fernandes;Logística;Assistente;14419.84;2024-01-23;M;62;Viúvo;Inativo;2024;1;23;1;2.3;1 a 3 anos
391;Carlos Eduardo Pinto;Logística;Assistente;11046.19;2022-12-28;F;52;Solteiro;Inativo;2022;12;28;4;3.4;3 a 5 anos
392;Srta. Pietra Azevedo;Financeiro;Gerente;3516.69;2020-03-30;F;33;Viúvo;Inativo;2020;3;30;1;6.1;Mais de 5 anos
393;Joana Gomes;Produção;Gerente;5993.21;2024-09-10;F;38;Solteiro;Inativo;2024;9;10;3;1.7;1 a 3 anos
394;Luiz Gustavo da Luz;TI;Gerente;2543.19;2015-10-09;M;29;Viúvo;Inativo;2015;10;9;4;10.6;Mais de 5 anos
395;Luiz Miguel Duarte;TI;Assistente;3531.94;2025-01-21;F;63;Divorciado;Ativo;2025;1;21;1;1.3;1 a 3 anos
396;Dra. Raquel da Costa;Financeiro;Analista;6719.08;2025-02-13;M;19;Viúvo;Ativo;2025;2;13;1;1.2;1 a 3 anos
397;Stephany Azevedo;Financeiro;Técnico;10970.48;2022-03-17;F;37;Divorciado;Inativo;2022;3;17;1;4.1;3 a 5 anos
398;Isaac Melo;Vendas;Gerente;14768.46;2024-10-16;F;34;Casado;Ativo;2024;10;16;4;1.6;1 a 3 anos
399;Maria Vitória Costa;Vendas;Gerente;5195.52;2024-03-05;M;43;Solteiro;Inativo;2024;3;5;1;2.2;1 a 3 anos
400;Alice Carvalho;Logística;Analista;6189.23;2019-07-15;F;19;Casado;Inativo;2019;7;15;3;6.8;Mais de 5 anos
401;Samuel Santos;Vendas;Analista;8289.2;2017-02-26;M;63;Divorciado;Ativo;2017;2;26;1;9.2;Mais de 5 anos
402;Stephany Pereira;Vendas;Analista;14557.12;2017-05-13;F;44;Divorciado;Inativo;2017;5;13;2;9.0;Mais de 5 anos
403;Rodrigo Oliveira;Financeiro;Gerente;10424.46;2021-11-07;M;38;Divorciado;Inativo;2021;11;7;4;4.5;3 a 5 anos
404;Diogo Ribeiro;TI;Assistente;6337.12;2018-05-14;M;26;Viúvo;Ativo;2018;5;14;2;8.0;Mais de 5 anos
405;Felipe Monteiro;Produção;Assistente;14317.94;2018-05-30;M;45;Solteiro;Ativo;2018;5;30;2;7.9;Mais de 5 anos
406;Mirella da Costa;Financeiro;Técnico;3672.14;2022-07-20;F;29;Solteiro;Inativo;2022;7;20;3;3.8;3 a 5 anos
407;Luiz Fernando da Mota;RH;Analista;9206.08;2020-02-03;M;36;Viúvo;Ativo;2020;2;3;1;6.3;Mais de 5 anos
408;Gabriel Pereira;Vendas;Assistente;10052.23;2016-08-06;M;48;Casado;Inativo;2016;8;6;3;9.8;Mais de 5 anos
409;Thales das Neves;Financeiro;Assistente;10233.37;2019-05-07;F;40;Solteiro;Ativo;2019;5;7;2;7.0;Mais de 5 anos
410;Sra. Elisa Duarte;Financeiro;Coordenador;3956.06;2020-08-07;F;48;Divorciado;Ativo;2020;8;7;3;5.8;Mais de 5 anos
411;Miguel Araújo;TI;Técnico;11541.38;2024-12-14;F;43;Solteiro;Inativo;2024;12;14;4;1.4;1 a 3 anos
412;João Lucas da Cunha;TI;Assistente;7927.06;2019-03-16;F;55;Casado;Inativo;2019;3;16;1;7.2;Mais de 5 anos
413;Yuri Melo;RH;Assistente;11987.13;2020-11-05;F;50;Solteiro;Ativo;2020;11;5;4;5.5;Mais de 5 anos
414;Laura Peixoto;Logística;Analista;4860.39;2017-06-17;F;34;Solteiro;Ativo;2017;6;17;2;8.9;Mais de 5 anos
415;Stella Costa;TI;Gerente;11718.3;2023-05-09;F;45;Casado;Ativo;2023;5;9;2;3.0;3 a 5 anos
416;Elisa Barros;RH;Gerente;7145.94;2022-10-16;M;19;Viúvo;Ativo;2022;10;16;4;3.6;3 a 5 anos
417;Isadora Oliveira;Vendas;Gerente;7005.21;2017-07-19;F;23;Solteiro;Inativo;2017;7;19;3;8.8;Mais de 5 anos
418;Ana Vitória Monteiro;Vendas;Coordenador;5525.4;2022-02-22;M;27;Solteiro;Ativo;2022;2;22;1;4.2;3 a 5 anos
419;Ana Clara Nunes;Financeiro;Analista;5854.83;2022-04-01;M;48;Divorciado;Ativo;2022;4;1;2;4.1;3 a 5 anos
420;Felipe Pires;TI;Coordenador;5538.14;2015-11-30;F;63;Casado;Ativo;2015;11;30;4;10.4;Mais de 5 anos
421;Dr. Luiz Miguel Teixeira;TI;Analista;10645.42;2018-09-10;F;46;Casado;Ativo;2018;9;10;3;7.7;Mais de 5 anos
422;Luiz Gustavo Costa;Financeiro;Coordenador;8771.34;2016-12-01;M;21;Solteiro;Inativo;2016;12;1;4;9.4;Mais de 5 anos
423;Bryan da Cruz;TI;Gerente;11790.21;2021-02-08;F;49;Viúvo;Ativo;2021;2;8;1;5.2;Mais de 5 anos
424;Emanuel Fernandes;TI;Assistente;7114.85;2020-08-20;M;53;Casado;Ativo;2020;8;20;3;5.7;Mais de 5 anos
425;Murilo Araújo;Logística;Coordenador;14643.55;2017-09-01;M;58;Casado;Inativo;2017;9;1;3;8.7;Mais de 5 anos
426;Gabriel da Cruz;Produção;Gerente;6656.1;2021-02-14;F;39;Divorciado;Ativo;2021;2;14;1;5.2;Mais de 5 anos
427;Emilly Freitas;TI;Gerente;5147.62;2018-05-10;F;19;Viúvo;Inativo;2018;5;10;2;8.0;Mais de 5 anos
428;Vitor Fernandes;Financeiro;Gerente;10268.35;2018-08-30;M;25;Divorciado;Inativo;2018;8;30;3;7.7;Mais de 5 anos
429;Helena Moraes;TI;Analista;7621.99;2023-08-12;M;65;Divorciado;Inativo;2023;8;12;3;2.7;1 a 3 anos
430;Vicente Aragão;Produção;Assistente;13689.65;2022-03-01;F;33;Viúvo;Ativo;2022;3;1;1;4.2;3 a 5 anos
431;Pedro Miguel Rezende;Financeiro;Técnico;14062.03;2024-01-26;M;19;Casado;Ativo;2024;1;26;1;2.3;1 a 3 anos
432;Sr. Theo da Paz;Logística;Gerente;3997.42;2022-12-09;F;41;Divorciado;Inativo;2022;12;9;4;3.4;3 a 5 anos
433;Nina Alves;RH;Coordenador;9471.91;2018-11-19;F;47;Viúvo;Inativo;2018;11;19;4;7.5;Mais de 5 anos
434;Sra. Manuela Fogaça;Financeiro;Gerente;8884.66;2019-03-07;F;51;Viúvo;Ativo;2019;3;7;1;7.2;Mais de 5 anos
435;Luiz Fernando Lopes;Vendas;Técnico;2252.23;2024-06-26;F;61;Viúvo;Inativo;2024;6;26;2;1.9;1 a 3 anos
436;Mirella Fernandes;Vendas;Assistente;4375.45;2023-06-28;F;40;Divorciado;Inativo;2023;6;28;2;2.9;1 a 3 anos
437;Levi Lopes;Financeiro;Coordenador;9882.46;2017-06-08;F;46;Viúvo;Inativo;2017;6;8;2;8.9;Mais de 5 anos
438;Clarice Duarte;TI;Analista;9357.3;2023-10-07;M;25;Casado;Inativo;2023;10;7;4;2.6;1 a 3 anos
439;Paulo Silva;Financeiro;Técnico;14316.18;2019-09-02;M;30;Viúvo;Ativo;2019;9;2;3;6.7;Mais de 5 anos
440;Dra. Milena da Mata;Vendas;Analista;2567.41;2020-01-04;M;35;Solteiro;Inativo;2020;1;4;1;6.3;Mais de 5 anos
441;Brenda Barbosa;Vendas;Coordenador;3831.72;2017-09-20;M;44;Divorciado;Ativo;2017;9;20;3;8.6;Mais de 5 anos
442;Ana Júlia Moraes;Produção;Coordenador;3331.66;2019-01-17;F;22;Divorciado;Ativo;2019;1;17;1;7.3;Mais de 5 anos
443;Dr. Benjamin Lima;TI;Técnico;13621.22;2023-07-03;M;30;Casado;Ativo;2023;7;3;3;2.9;1 a 3 anos
444;Carlos Eduardo Martins;Logística;Gerente;4799.43;2019-12-10;M;57;Divorciado;Inativo;2019;12;10;4;6.4;Mais de 5 anos
445;Maria Cardoso;Logística;Gerente;5968.81;2024-10-05;F;65;Solteiro;Inativo;2024;10;5;4;1.6;1 a 3 anos
446;Marina Aragão;Produção;Assistente;9215.5;2024-08-02;F;29;Divorciado;Inativo;2024;8;2;3;1.8;1 a 3 anos
447;Maria Eduarda Ramos;Vendas;Coordenador;11516.35;2020-09-07;F;61;Solteiro;Inativo;2020;9;7;3;5.7;Mais de 5 anos
448;Augusto Carvalho;Logística;Técnico;8544.5;2022-11-08;F;23;Solteiro;Inativo;2022;11;8;4;3.5;3 a 5 anos
449;Enzo Gabriel da Rocha;Logística;Gerente;5196.9;2018-06-25;F;25;Solteiro;Inativo;2018;6;25;2;7.9;Mais de 5 anos
450;Sarah Nunes;Logística;Assistente;8660.23;2020-03-31;M;45;Viúvo;Ativo;2020;3;31;1;6.1;Mais de 5 anos
451;Maria Julia Freitas;Vendas;Analista;12853.52;2024-10-31;F;40;Solteiro;Ativo;2024;10;31;4;1.5;1 a 3 anos
452;Laís Gomes;TI;Técnico;9017.05;2021-05-30;F;56;Viúvo;Inativo;2021;5;30;2;4.9;3 a 5 anos
453;João Miguel Azevedo;RH;Assistente;5815.4;2019-04-29;F;36;Viúvo;Inativo;2019;4;29;2;7.0;Mais de 5 anos
454;Clarice da Rosa;Logística;Gerente;12883.74;2025-09-22;M;54;Viúvo;Inativo;2025;9;22;3;0.6;Menos de 1 ano
455;Maria Fernanda Silva;Logística;Analista;7610.01;2016-12-14;F;55;Casado;Ativo;2016;12;14;4;9.4;Mais de 5 anos
456;Sr. Pedro Miguel Rocha;Produção;Assistente;10247.34;2020-05-11;M;61;Solteiro;Inativo;2020;5;11;2;6.0;Mais de 5 anos
457;Enrico Campos;TI;Coordenador;7057.44;2018-09-16;M;45;Casado;Inativo;2018;9;16;3;7.6;Mais de 5 anos
458;Joaquim Dias;RH;Assistente;11381.05;2022-12-05;F;64;Divorciado;Ativo;2022;12;5;4;3.4;3 a 5 anos
459;Isaac Moura;Vendas;Coordenador;7688.98;2022-03-12;M;39;Solteiro;Inativo;2022;3;12;1;4.2;3 a 5 anos
460;Vitória Caldeira;Logística;Gerente;13497.28;2022-10-28;F;57;Solteiro;Inativo;2022;10;28;4;3.5;3 a 5 anos
461;Davi Gonçalves;RH;Gerente;10940.46;2023-06-25;M;33;Viúvo;Inativo;2023;6;25;2;2.9;1 a 3 anos
462;Anthony Novaes;Vendas;Gerente;7858.87;2018-01-04;M;62;Solteiro;Inativo;2018;1;4;1;8.3;Mais de 5 anos
463;Sr. Lucas Silva;TI;Técnico;5856.3;2022-04-25;M;34;Casado;Inativo;2022;4;25;2;4.0;3 a 5 anos
464;Brenda Nascimento;TI;Gerente;5429.24;2018-08-25;M;57;Casado;Ativo;2018;8;25;3;7.7;Mais de 5 anos
465;Sra. Julia Cardoso;Vendas;Coordenador;2916.85;2021-06-01;F;62;Solteiro;Ativo;2021;6;1;2;4.9;3 a 5 anos
466;Maria Vitória Costela;Financeiro;Gerente;5363.98;2025-02-10;M;58;Solteiro;Ativo;2025;2;10;1;1.2;1 a 3 anos
467;Enrico da Rocha;Logística;Técnico;11593.64;2025-01-13;M;47;Casado;Ativo;2025;1;13;1;1.3;1 a 3 anos
468;Yago da Mata;Produção;Gerente;6794.22;2020-11-14;F;38;Solteiro;Ativo;2020;11;14;4;5.5;Mais de 5 anos
469;Gustavo Henrique Nogueira;TI;Coordenador;10803.29;2015-09-25;M;55;Viúvo;Ativo;2015;9;25;3;10.6;Mais de 5 anos
470;Sr. João Vitor Pinto;Logística;Analista;9716.65;2020-11-11;F;18;Viúvo;Inativo;2020;11;11;4;5.5;Mais de 5 anos
471;Ana Beatriz Silva;Produção;Gerente;14151.34;2020-07-05;M;52;Casado;Ativo;2020;7;5;3;5.8;Mais de 5 anos
472;Rebeca Souza;Produção;Técnico;11851.15;2017-02-28;F;33;Casado;Ativo;2017;2;28;1;9.2;Mais de 5 anos
473;Gabriela Rocha;Financeiro;Técnico;8323.48;2018-05-11;M;38;Divorciado;Inativo;2018;5;11;2;8.0;Mais de 5 anos
474;Marina Alves;RH;Assistente;12839.97;2023-01-25;F;25;Solteiro;Ativo;2023;1;25;1;3.3;3 a 5 anos
475;Sr. Davi Luiz Aragão;Produção;Assistente;5978.55;2024-05-06;F;36;Casado;Ativo;2024;5;6;2;2.0;1 a 3 anos
476;Letícia Caldeira;Financeiro;Gerente;4474.6;2020-04-05;F;47;Casado;Inativo;2020;4;5;2;6.1;Mais de 5 anos
477;Vicente da Cruz;Vendas;Técnico;5554.66;2017-06-24;F;39;Solteiro;Ativo;2017;6;24;2;8.9;Mais de 5 anos
478;Breno Vieira;Financeiro;Analista;6811.98;2016-07-21;M;37;Viúvo;Inativo;2016;7;21;3;9.8;Mais de 5 anos
479;Helena Cardoso;Produção;Assistente;8785.26;2023-11-06;F;38;Solteiro;Ativo;2023;11;6;4;2.5;1 a 3 anos
480;Enzo Correia;Produção;Coordenador;13133.64;2019-09-06;M;63;Viúvo;Ativo;2019;9;6;3;6.7;Mais de 5 anos
481;Davi Luiz Barbosa;Produção;Analista;9686.19;2017-11-22;F;27;Divorciado;Inativo;2017;11;22;4;8.5;Mais de 5 anos
482;Brenda Fogaça;Produção;Gerente;12754.84;2018-01-12;F;49;Viúvo;Ativo;2018;1;12;1;8.3;Mais de 5 anos
483;Sra. Alana Fogaça;Produção;Técnico;12957.5;2021-09-08;M;56;Viúvo;Inativo;2021;9;8;3;4.7;3 a 5 anos
484;Ana Nunes;TI;Assistente;8469.19;2018-04-12;F;44;Viúvo;Ativo;2018;4;12;2;8.1;Mais de 5 anos
485;Eduardo Moreira;Vendas;Assistente;2850.29;2016-05-03;F;19;Viúvo;Inativo;2016;5;3;2;10.0;Mais de 5 anos
486;Sra. Valentina Rezende;Produção;Técnico;10011.05;2025-05-04;F;63;Solteiro;Inativo;2025;5;4;2;1.0;1 a 3 anos
487;Juan Gomes;RH;Analista;8651.5;2017-02-19;F;40;Casado;Inativo;2017;2;19;1;9.2;Mais de 5 anos
488;Davi Peixoto;Produção;Coordenador;7160.05;2016-01-23;M;46;Solteiro;Ativo;2016;1;23;1;10.3;Mais de 5 anos
489;Fernando Jesus;Produção;Coordenador;6370.08;2020-06-21;M;34;Casado;Ativo;2020;6;21;2;5.9;Mais de 5 anos
490;Luiz Otávio Nogueira;Vendas;Técnico;7419.58;2019-03-27;M;50;Viúvo;Ativo;2019;3;27;1;7.1;Mais de 5 anos
491;Ana Júlia Novaes;Financeiro;Analista;11166.45;2022-11-04;M;58;Viúvo;Inativo;2022;11;4;4;3.5;3 a 5 anos
492;Gustavo Campos;Logística;Gerente;2000.71;2024-08-31;M;65;Solteiro;Ativo;2024;8;31;3;1.7;1 a 3 anos
493;Pedro Lucas da Luz;RH;Assistente;14163.32;2022-07-11;F;40;Solteiro;Inativo;2022;7;11;3;3.8;3 a 5 anos
494;Sofia Sales;TI;Gerente;4941.24;2023-08-15;F;37;Casado;Inativo;2023;8;15;3;2.7;1 a 3 anos
495;Ana Laura Cavalcanti;Produção;Coordenador;6093.91;2022-05-21;M;63;Casado;Ativo;2022;5;21;2;4.0;3 a 5 anos
496;Davi Luiz da Mata;RH;Coordenador;13118.85;2024-09-05;M;42;Viúvo;Inativo;2024;9;5;3;1.7;1 a 3 anos
497;Raul das Neves;Financeiro;Gerente;4566.46;2023-05-02;F;19;Casado;Inativo;2023;5;2;2;3.0;3 a 5 anos
498;João Gabriel Azevedo;TI;Coordenador;2606.64;2025-04-21;M;42;Viúvo;Ativo;2025;4;21;2;1.1;1 a 3 anos
499;Caroline da Rocha;TI;Técnico;6500.51;2021-04-11;F;53;Casado;Inativo;2021;4;11;2;5.1;Mais de 5 anos
500;Nicolas Rezende;Financeiro;Gerente;2799.98;2016-06-15;F;38;Viúvo;Inativo;2016;6;15;2;9.9;Mais de 5 anos
501;João Silveira;Financeiro;Coordenador;11183.81;2021-07-17;F;53;Casado;Inativo;2021;7;17;3;4.8;3 a 5 anos
502;Dr. João Felipe Novaes;Vendas;Analista;6084.1;2019-10-20;F;28;Solteiro;Inativo;2019;10;20;4;6.6;Mais de 5 anos
503;Noah Rocha;Vendas;Gerente;2202.19;2022-08-19;F;50;Casado;Inativo;2022;8;19;3;3.7;3 a 5 anos
504;Mariane Gomes;Produção;Coordenador;7995.87;2022-07-28;F;41;Viúvo;Ativo;2022;7;28;3;3.8;3 a 5 anos
505;Stella Melo;Produção;Assistente;6718.72;2019-10-10;M;43;Divorciado;Ativo;2019;10;10;4;6.6;Mais de 5 anos
506;Guilherme Nunes;Logística;Assistente;6193.6;2022-07-26;M;22;Solteiro;Inativo;2022;7;26;3;3.8;3 a 5 anos
507;Luiz Felipe Aragão;Logística;Analista;12250.89;2015-11-05;F;29;Casado;Ativo;2015;11;5;4;10.5;Mais de 5 anos
508;Sra. Sofia das Neves;RH;Analista;8391.4;2022-04-16;F;55;Casado;Ativo;2022;4;16;2;4.1;3 a 5 anos
509;Vitor Melo;RH;Assistente;5930.17;2024-12-14;M;21;Solteiro;Inativo;2024;12;14;4;1.4;1 a 3 anos
510;Gustavo Mendes;Produção;Assistente;9301.91;2025-07-07;F;51;Viúvo;Inativo;2025;7;7;3;0.8;Menos de 1 ano
511;Maria Clara Correia;Vendas;Coordenador;14622.45;2017-08-09;M;58;Solteiro;Ativo;2017;8;9;3;8.8;Mais de 5 anos
512;Mariane Melo;TI;Coordenador;14078.79;2022-08-03;M;21;Casado;Ativo;2022;8;3;3;3.8;3 a 5 anos
513;Pedro Gonçalves;RH;Coordenador;9805.47;2020-02-05;M;22;Viúvo;Ativo;2020;2;5;1;6.3;Mais de 5 anos
514;Lorenzo Ramos;Financeiro;Coordenador;3457.21;2017-12-05;F;27;Casado;Ativo;2017;12;5;4;8.4;Mais de 5 anos
515;Eduardo Azevedo;Vendas;Técnico;8403.36;2020-03-17;M;39;Viúvo;Inativo;2020;3;17;1;6.1;Mais de 5 anos
516;Sra. Natália Gomes;Produção;Gerente;4561.05;2023-06-13;M;46;Solteiro;Inativo;2023;6;13;2;2.9;1 a 3 anos
517;Murilo Melo;Financeiro;Coordenador;8772.93;2024-12-06;M;36;Casado;Ativo;2024;12;6;4;1.4;1 a 3 anos
518;Pietro Duarte;Logística;Técnico;4556.22;2016-12-01;F;32;Casado;Inativo;2016;12;1;4;9.4;Mais de 5 anos
519;Dra. Larissa Carvalho;Vendas;Analista;4765.08;2016-12-20;M;22;Divorciado;Ativo;2016;12;20;4;9.4;Mais de 5 anos
520;Luiz Felipe Lima;RH;Técnico;5917.68;2019-08-27;F;38;Solteiro;Ativo;2019;8;27;3;6.7;Mais de 5 anos
521;Dr. Benjamin Moraes;Vendas;Analista;12376.6;2021-08-10;M;18;Casado;Inativo;2021;8;10;3;4.7;3 a 5 anos
522;Vitória Porto;Logística;Assistente;10105.57;2020-01-20;F;21;Casado;Ativo;2020;1;20;1;6.3;Mais de 5 anos
523;Olivia Viana;Financeiro;Assistente;13236.26;2025-02-24;F;37;Divorciado;Ativo;2025;2;24;1;1.2;1 a 3 anos
524;Pietra Jesus;Financeiro;Gerente;7644.44;2020-07-06;F;59;Divorciado;Inativo;2020;7;6;3;5.8;Mais de 5 anos
525;Samuel Pires;Financeiro;Assistente;2737.48;2021-03-07;F;27;Solteiro;Ativo;2021;3;7;1;5.2;Mais de 5 anos
526;Gabrielly Freitas;TI;Analista;9650.34;2017-07-05;F;42;Viúvo;Inativo;2017;7;5;3;8.8;Mais de 5 anos
527;Rebeca da Cruz;Produção;Analista;11307.12;2019-12-25;M;44;Viúvo;Ativo;2019;12;25;4;6.4;Mais de 5 anos
528;Sr. Samuel Farias;Vendas;Gerente;13174.17;2021-12-23;F;18;Casado;Inativo;2021;12;23;4;4.4;3 a 5 anos
529;Sra. Maria Julia Melo;Logística;Analista;14889.69;2015-11-19;F;32;Solteiro;Inativo;2015;11;19;4;10.5;Mais de 5 anos
530;Anthony Pereira;TI;Coordenador;14054.92;2017-09-19;M;37;Viúvo;Inativo;2017;9;19;3;8.6;Mais de 5 anos
531;Theo Silveira;Vendas;Coordenador;3737.13;2022-12-13;F;44;Solteiro;Inativo;2022;12;13;4;3.4;3 a 5 anos
532;Sophia Gomes;Produção;Analista;9027.53;2016-06-12;M;43;Viúvo;Ativo;2016;6;12;2;9.9;Mais de 5 anos
533;Eduardo Dias;Logística;Assistente;8922.43;2020-07-17;M;39;Casado;Inativo;2020;7;17;3;5.8;Mais de 5 anos
534;Manuela Cardoso;TI;Gerente;5305.96;2017-01-21;M;52;Solteiro;Inativo;2017;1;21;1;9.3;Mais de 5 anos
535;André Ramos;Logística;Assistente;13657.82;2016-04-27;M;38;Solteiro;Ativo;2016;4;27;2;10.0;Mais de 5 anos
536;Noah Moreira;Produção;Técnico;13546.43;2016-09-08;F;49;Viúvo;Inativo;2016;9;8;3;9.7;Mais de 5 anos
537;Raul Gomes;Financeiro;Analista;2865.95;2020-11-28;F;29;Viúvo;Inativo;2020;11;28;4;5.4;Mais de 5 anos
538;Enzo Gabriel Teixeira;Logística;Assistente;6573.08;2019-09-06;F;59;Solteiro;Inativo;2019;9;6;3;6.7;Mais de 5 anos
539;Sr. João Vitor Melo;RH;Analista;12096.56;2017-07-06;M;60;Viúvo;Inativo;2017;7;6;3;8.8;Mais de 5 anos
540;Kaique da Paz;Financeiro;Assistente;9502.59;2024-08-22;M;32;Solteiro;Inativo;2024;8;22;3;1.7;1 a 3 anos
541;Marcos Vinicius Fogaça;Logística;Coordenador;11358.72;2024-02-18;F;39;Viúvo;Ativo;2024;2;18;1;2.2;1 a 3 anos
542;Olivia Souza;Logística;Assistente;10680.65;2023-06-18;F;62;Solteiro;Inativo;2023;6;18;2;2.9;1 a 3 anos
543;Luiz Miguel Fogaça;RH;Coordenador;12069.43;2016-12-05;M;27;Casado;Ativo;2016;12;5;4;9.4;Mais de 5 anos
544;Dra. Julia Cunha;Produção;Assistente;7777.4;2015-10-27;F;34;Divorciado;Inativo;2015;10;27;4;10.5;Mais de 5 anos
545;Rebeca Oliveira;Logística;Coordenador;8130.18;2018-01-26;M;51;Casado;Ativo;2018;1;26;1;8.3;Mais de 5 anos
546;Luiz Henrique Nogueira;Financeiro;Gerente;8791.54;2023-07-02;M;32;Solteiro;Ativo;2023;7;2;3;2.9;1 a 3 anos
547;Dra. Ana Julia Rocha;TI;Coordenador;7556.46;2018-01-21;M;48;Divorciado;Ativo;2018;1;21;1;8.3;Mais de 5 anos
548;Theo Nunes;RH;Coordenador;3694.36;2019-11-08;F;64;Solteiro;Inativo;2019;11;8;4;6.5;Mais de 5 anos
549;Ryan Cunha;Vendas;Coordenador;12503.7;2018-08-13;M;32;Solteiro;Ativo;2018;8;13;3;7.7;Mais de 5 anos
550;Maria Vitória Fogaça;Vendas;Coordenador;11642.05;2022-01-22;F;38;Viúvo;Inativo;2022;1;22;1;4.3;3 a 5 anos
551;Marcela Silva;Financeiro;Gerente;4788.38;2025-03-13;F;64;Casado;Inativo;2025;3;13;1;1.2;1 a 3 anos
552;Sofia Rezende;Logística;Assistente;9137.33;2019-09-06;F;28;Divorciado;Ativo;2019;9;6;3;6.7;Mais de 5 anos
553;Alexia Araújo;Vendas;Assistente;3057.56;2016-10-03;F;65;Viúvo;Ativo;2016;10;3;4;9.6;Mais de 5 anos
554;Lívia da Paz;Financeiro;Gerente;14062.84;2024-03-13;F;31;Divorciado;Ativo;2024;3;13;1;2.2;1 a 3 anos
555;Eduardo Novaes;TI;Técnico;6373.89;2019-06-06;F;61;Casado;Inativo;2019;6;6;2;6.9;Mais de 5 anos
556;Noah Viana;Vendas;Gerente;5214.63;2017-06-29;M;35;Divorciado;Inativo;2017;6;29;2;8.9;Mais de 5 anos
557;Dra. Ana Laura Fogaça;Financeiro;Gerente;14873.06;2017-03-09;M;51;Solteiro;Inativo;2017;3;9;1;9.2;Mais de 5 anos
558;Maria Fernanda Nunes;TI;Assistente;7883.22;2019-01-16;M;58;Divorciado;Ativo;2019;1;16;1;7.3;Mais de 5 anos
559;Maria Julia Nogueira;Produção;Coordenador;7829.34;2024-03-19;M;50;Solteiro;Ativo;2024;3;19;1;2.1;1 a 3 anos
560;Maria Clara Souza;Produção;Gerente;11849.51;2023-09-22;M;35;Solteiro;Ativo;2023;9;22;3;2.6;1 a 3 anos
561;Thales Moura;TI;Técnico;3575.64;2025-07-14;M;22;Divorciado;Ativo;2025;7;14;3;0.8;Menos de 1 ano
562;Dr. João da Mata;TI;Técnico;5465.0;2024-01-14;M;18;Casado;Inativo;2024;1;14;1;2.3;1 a 3 anos
563;Ryan da Mata;Vendas;Técnico;10374.14;2024-11-04;M;43;Solteiro;Ativo;2024;11;4;4;1.5;1 a 3 anos
564;Catarina Moreira;Vendas;Gerente;5824.38;2023-02-12;M;47;Casado;Ativo;2023;2;12;1;3.2;3 a 5 anos
565;Vitor Gabriel Alves;Vendas;Assistente;13246.1;2021-01-03;M;42;Solteiro;Ativo;2021;1;3;1;5.3;Mais de 5 anos
566;Gabriela da Cruz;Produção;Técnico;10382.44;2017-04-07;M;23;Viúvo;Ativo;2017;4;7;2;9.1;Mais de 5 anos
567;Giovanna da Cruz;Produção;Assistente;12983.94;2022-02-10;M;18;Solteiro;Inativo;2022;2;10;1;4.2;3 a 5 anos
568;Catarina Rezende;RH;Gerente;4093.33;2024-07-06;M;38;Solteiro;Inativo;2024;7;6;3;1.8;1 a 3 anos
569;Paulo Barbosa;TI;Assistente;9135.53;2019-09-29;F;45;Viúvo;Inativo;2019;9;29;3;6.6;Mais de 5 anos
570;Augusto Nogueira;Vendas;Coordenador;11055.28;2020-03-23;M;36;Casado;Inativo;2020;3;23;1;6.1;Mais de 5 anos
571;Diego Viana;Financeiro;Assistente;14208.94;2019-12-28;F;56;Solteiro;Ativo;2019;12;28;4;6.4;Mais de 5 anos
572;Dr. Samuel Oliveira;Logística;Coordenador;10141.8;2024-07-23;M;42;Casado;Inativo;2024;7;23;3;1.8;1 a 3 anos
573;Sra. Ana Laura Cavalcanti;Financeiro;Coordenador;2469.29;2019-04-04;M;29;Casado;Ativo;2019;4;4;2;7.1;Mais de 5 anos
574;Nicole Fernandes;Financeiro;Analista;11708.37;2018-10-19;M;32;Divorciado;Ativo;2018;10;19;4;7.6;Mais de 5 anos
575;Letícia Silva;Financeiro;Técnico;3899.09;2019-11-15;F;46;Solteiro;Ativo;2019;11;15;4;6.5;Mais de 5 anos
576;Ana Vitória Melo;Vendas;Gerente;11907.22;2019-03-10;M;20;Divorciado;Inativo;2019;3;10;1;7.2;Mais de 5 anos
577;Camila Cavalcanti;Financeiro;Assistente;10295.41;2022-12-05;F;18;Viúvo;Ativo;2022;12;5;4;3.4;3 a 5 anos
578;Sra. Milena Azevedo;Vendas;Assistente;13211.18;2017-06-30;M;59;Casado;Ativo;2017;6;30;2;8.9;Mais de 5 anos
579;Ana Clara Cardoso;Financeiro;Coordenador;2848.42;2024-09-06;M;52;Solteiro;Inativo;2024;9;6;3;1.7;1 a 3 anos
580;Noah Azevedo;Financeiro;Assistente;13472.79;2024-12-06;M;59;Viúvo;Inativo;2024;12;6;4;1.4;1 a 3 anos
581;Rafaela Gomes;RH;Analista;11490.86;2021-05-24;F;18;Solteiro;Ativo;2021;5;24;2;5.0;Mais de 5 anos
582;Igor Costa;Vendas;Coordenador;13335.49;2021-08-27;F;58;Divorciado;Ativo;2021;8;27;3;4.7;3 a 5 anos
583;Pietra Lima;Produção;Assistente;10490.91;2018-07-22;M;19;Divorciado;Inativo;2018;7;22;3;7.8;Mais de 5 anos
